python : 127.0.0.1 [27/May/2026 17:49:04] "GET /api/stream/[object%20Object] HTTP/1.1" 200 -
At line:1 char:282
+ ... h","User"); python "C:\Users\Cynox Security\.gemini\antigravity\brain ...
+                 ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
    + CategoryInfo          : NotSpecified: (127.0.0.1 [27/M...HTTP/1.1" 200 -:String) [], RemoteException
    + FullyQualifiedErrorId : NativeCommandError
127.0.0.1 [27/May/2026 17:49:16] "GET /bower_components/font-awesome/css/font-awesome.min.css HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:16] "GET /bower_components/animate.css/animate.css HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:16] "GET /bower_components/dropzone/dist/min/dropzone.min.css HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:16] "GET /bower_components/ng-tags-input/ng-tags-input.css HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:16] "GET /bower_components/roboto-fontface/css/roboto/roboto-fontface.css HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:17] "GET /bower_components/angular-ui-notification/dist/angular-ui-notification.css 
HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:17] "GET /bower_components/c3/c3.css HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:17] "GET /bower_components/css-spaces/dist/spaces.css HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:17] "GET /bower_components/bootstrap-markdown/css/bootstrap-markdown.min.css HTTP/1.1" 
200 -
127.0.0.1 [27/May/2026 17:49:17] "GET 
/bower_components/angular-markdown-editor-ghiscoding/styles/angular-markdown-editor.css HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:17] "GET /bower_components/angular-page-loader/dist/angular-page-loader.css HTTP/1.1" 200 
-
127.0.0.1 [27/May/2026 17:49:17] "GET /bower_components/angular-bootstrap-colorpicker/css/colorpicker.css HTTP/1.1" 
200 -
127.0.0.1 [27/May/2026 17:49:17] "GET 
/bower_components/smalot-bootstrap-datetimepicker/css/bootstrap-datetimepicker.css HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:17] "GET /bower_components/ng-tags-input/ng-tags-input.bootstrap.min.css HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:17] "GET /styles/vendors/AdminLTE.css HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:17] "GET /styles/vendors/AdminLTE-skin-blue.css HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:17] "GET /styles/main.css HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:17] "GET /styles/case.css HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:17] "GET /styles/flow.css HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:17] "GET /styles/label.css HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:17] "GET /styles/updatable.css HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:17] "GET /styles/flex-table.css HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:17] "GET /styles/search.css HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:17] "GET /styles/filters.css HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:17] "GET /styles/dashboard.css HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:17] "GET /styles/case-item.css HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:17] "GET /styles/case-template.css HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:17] "GET /styles/procedure.css HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:17] "GET /styles/custom-fields.css HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:18] "GET /styles/directives/page-sizer.css HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:18] "GET /styles/directives/user.css HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:18] "GET /styles/components/tag.css HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:18] "GET /styles/vendors/AdminLTE-fonts.css HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:18] "GET /bower_components/jquery/dist/jquery.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:18] "GET /bower_components/angular/angular.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:18] "GET /styles/fonts/SourceSansPro-Regular.otf HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:18] "GET /bower_components/angular-animate/angular-animate.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:18] "GET /bower_components/angular-bootstrap/ui-bootstrap-tpls.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:18] "GET /bower_components/angular-cookies/angular-cookies.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:18] "GET /bower_components/moment/moment.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:18] "GET /bower_components/angular-moment/angular-moment.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:18] "GET /bower_components/angular-resource/angular-resource.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:18] "GET /bower_components/angular-sanitize/angular-sanitize.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:18] "GET /bower_components/humanize-duration/humanize-duration.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:18] "GET /bower_components/angular-timer/dist/angular-timer.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:18] "GET /bower_components/angular-touch/angular-touch.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:18] "GET /bower_components/angular-ui-router/release/angular-ui-router.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:19] "GET /bower_components/bootstrap/dist/js/bootstrap.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:19] "GET /bower_components/bootstrap-sass-official/assets/javascripts/bootstrap.js 
HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:19] "GET /bower_components/dropzone/dist/min/dropzone.min.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:19] "GET /bower_components/ng-csv/build/ng-csv.min.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:19] "GET /bower_components/ng-tags-input/ng-tags-input.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:19] "GET /bower_components/underscore/underscore-umd.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:19] "GET /bower_components/angular-ui-notification/dist/angular-ui-notification.js 
HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:19] "GET /bower_components/d3/d3.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:19] "GET /bower_components/c3/c3.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:19] "GET /bower_components/angular-messages/angular-messages.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:19] "GET /bower_components/ng-file-upload/ng-file-upload.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:19] "GET /bower_components/ng-file-upload-shim/ng-file-upload-shim.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:19] "GET /bower_components/es5-shim/es5-shim.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:19] "GET /bower_components/es6-shim/es6-shim.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:19] "GET /bower_components/angular-clipboard/angular-clipboard.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:19] "GET /bower_components/angular-local-storage/dist/angular-local-storage.js HTTP/1.1" 
200 -
127.0.0.1 [27/May/2026 17:49:19] "GET /bower_components/angular-highlightjs/build/angular-highlightjs.js HTTP/1.1" 200 
-
127.0.0.1 [27/May/2026 17:49:19] "GET /bower_components/marked/lib/marked.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:20] "GET /bower_components/angular-marked/dist/angular-marked.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:20] "GET /bower_components/bootstrap-markdown/js/bootstrap-markdown.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:20] "GET 
/bower_components/angular-markdown-editor-ghiscoding/src/angular-markdown-editor.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:20] "GET /bower_components/angular-ui-ace/ui-ace.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:20] "GET /bower_components/angular-page-loader/dist/angular-page-loader.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:20] "GET /bower_components/angular-images-resizer/angular-images-resizer.js HTTP/1.1" 200 
-
127.0.0.1 [27/May/2026 17:49:20] "GET /bower_components/angular-base64-upload/src/angular-base64-upload.js HTTP/1.1" 
200 -
127.0.0.1 [27/May/2026 17:49:20] "GET /bower_components/jquery-ui/jquery-ui.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:20] "GET /bower_components/angular-ui-sortable/sortable.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:20] "GET /bower_components/js-base64/base64.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:20] "GET /bower_components/angular-scroll/angular-scroll.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:20] "GET /bower_components/underscore.string/dist/underscore.string.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:20] "GET /bower_components/angular-drag-and-drop-lists/angular-drag-and-drop-lists.js 
HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:20] "GET 
/bower_components/angular-bootstrap-colorpicker/js/bootstrap-colorpicker-module.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:20] "GET /bower_components/file-saver/FileSaver.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:20] "GET /bower_components/js-url/url.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:20] "GET /bower_components/bootstrap-sass/assets/javascripts/bootstrap.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:20] "GET 
/bower_components/angular-bootstrap-multiselect/dist/angular-bootstrap-multiselect.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:21] "GET /bower_components/qrcode.js/lib/qrcode.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:21] "GET /bower_components/qrcode/lib/qrcode.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:21] "GET /bower_components/angular-qr/src/angular-qr.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:21] "GET /bower_components/ace-builds/src-min-noconflict/ace.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:21] "GET 
/bower_components/smalot-bootstrap-datetimepicker/js/bootstrap-datetimepicker.min.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:21] "GET /bower_components/cryptojslib/components/core-min.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:21] "GET /bower_components/cryptojslib/components/sha256-min.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:21] "GET /bower_components/cryptojslib/components/md5-min.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:21] "GET /scripts/app.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:21] "GET /scripts/components/alert/AlertObservableListCmp.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:21] "GET /scripts/components/alert/AlertSimilarCaseListCmp.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:21] "GET /scripts/components/app-container.component.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:21] "GET /scripts/components/charts/donut-chart.component.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:21] "GET /scripts/components/common/custom-field-input.component.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:21] "GET /scripts/components/common/custom-field-labels.component.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:21] "GET /scripts/components/common/datalist-header.component.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:21] "GET /scripts/components/common/observable-flags.component.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:21] "GET /scripts/components/common/tag.component.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:22] "GET /scripts/components/common/task-flags.component.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:22] "GET /scripts/components/control-sidebar.component.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:22] "GET /scripts/components/header.component.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:22] "GET /scripts/components/list/stats-item.component.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:22] "GET /scripts/components/main-sidebar.component.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:22] "GET /scripts/components/organisation/OrgCaseTemplateListCmp.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:22] "GET /scripts/components/organisation/OrgCaseTemplateModalCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:22] "GET /scripts/components/organisation/OrgConfigListCmp.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:22] "GET /scripts/components/organisation/OrgCustomTagsListCmp.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:22] "GET /scripts/components/organisation/OrgSwitchCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:22] "GET /scripts/components/organisation/OrgUserListCmp.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:22] "GET /scripts/components/search/filters-preview.component.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:22] "GET /scripts/components/sharing/SharingListCmp.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:22] "GET /scripts/components/sharing/SharingModalCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:22] "GET /scripts/components/sharing/task/SharingListCmp.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:22] "GET /scripts/controllers/AboutCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:22] "GET /scripts/controllers/admin/AdminAnalyzerTemplatesCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:22] "GET /scripts/controllers/admin/AdminCustomFieldDialogCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:22] "GET /scripts/controllers/admin/AdminCustomFieldsCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:22] "GET /scripts/controllers/admin/AdminObservablesCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:22] "GET /scripts/controllers/admin/AdminUiSettingsCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:22] "GET /scripts/controllers/admin/attack/AttackPatternListCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:22] "GET 
/scripts/controllers/admin/organisation/case-template/AdminCaseTemplateImportCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:22] "GET 
/scripts/controllers/admin/organisation/case-template/AdminCaseTemplateTasksCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:23] "GET /scripts/controllers/admin/organisation/OrgDetailsCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:23] "GET /scripts/controllers/admin/organisation/OrgLinksModalCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:23] "GET /scripts/controllers/admin/organisation/OrgListCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:23] "GET /scripts/controllers/admin/organisation/OrgModalCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:23] "GET /scripts/controllers/admin/organisation/OrgUserModalCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:23] "GET /scripts/controllers/admin/organisation/OrgUsersCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:23] "GET /scripts/controllers/admin/platform/PlatformStatusCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:23] "GET /scripts/controllers/admin/profile/ProfileListCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:23] "GET /scripts/controllers/admin/profile/ProfileModalCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:23] "GET /scripts/controllers/admin/taxonomy/TaxonomyListCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:23] "GET /scripts/controllers/alert/AlertEventCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:23] "GET /scripts/controllers/alert/AlertListCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:23] "GET /scripts/controllers/alert/AlertStatsCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:23] "GET /scripts/controllers/AuthenticationCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:23] "GET /scripts/controllers/case/CaseAlertsCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:23] "GET /scripts/controllers/case/CaseCloseModalCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:23] "GET /scripts/controllers/case/CaseCreationCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:23] "GET /scripts/controllers/case/CaseDeleteModalCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:24] "GET /scripts/controllers/case/CaseDetailsCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:24] "GET /scripts/controllers/case/CaseExportDialogCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:24] "GET /scripts/controllers/case/CaseLinksCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:24] "GET /scripts/controllers/case/CaseListCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:24] "GET /scripts/controllers/case/CaseMainCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:24] "GET /scripts/controllers/case/CaseMergeModalCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:24] "GET /scripts/controllers/case/CaseObservablesCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:24] "GET /scripts/controllers/case/CaseObservablesExportCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:24] "GET /scripts/controllers/case/CaseObservablesItemCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:24] "GET /scripts/controllers/case/CaseProceduresCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:24] "GET /scripts/controllers/case/CaseReopenModalCtrl.js HTTP/1.1" 200 -
127.0.0.1 [27/May/2026 17:49:24] "GET /scripts/controllers/case/CaseSharingCtrl.js HTTP/1.1" 200 -
